Data Lancamento;Documento;Conta Movimento;Operacao;Valor Lancamento;Nr Cheque;Empresa;Plano de Contas;Historico Movimento;Complemento Descricao
10/11/2025;CRED;1 - UNICREDI;Entrada;10,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
11/11/2025;CRED;1 - UNICREDI;Entrada;200,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
12/11/2025;CRED;1 - UNICREDI;Entrada;2,20;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
13/11/2025;CRED;1 - UNICREDI;Entrada;10,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
13/11/2025;CRED;1 - UNICREDI;Entrada;776,72;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
14/11/2025;CRED;1 - UNICREDI;Entrada;3,30;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
14/11/2025;CRED;1 - UNICREDI;Entrada;622,93;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
14/11/2025;CRED;1 - UNICREDI;Entrada;5.000,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
14/11/2025;CRED;1 - UNICREDI;Entrada;2.500,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
14/11/2025;CRED;1 - UNICREDI;Entrada;7.374,41;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
14/11/2025;CRED;1 - UNICREDI;Entrada;59.395,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
14/11/2025;CRED;1 - UNICREDI;Entrada;4.339,51;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;2,20;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;155.820,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;3.134,64;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;1.030,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;70.114,70;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;9.737,52;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;5.740,35;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;6.110,09;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;582,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;12.705,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;10,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;500,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;206,40;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;186,75;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;35.474,16;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;22.765,64;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;1.394,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;482,16;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;752,40;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
17/11/2025;CRED;1 - UNICREDI;Entrada;600,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;1,10;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;386,46;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;266,67;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;3.745,50;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;3.362,70;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;3.000,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;3.377,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;2.210,42;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;1.350,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;4.000,70;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
18/11/2025;CRED;1 - UNICREDI;Entrada;4.739,00;;1 - MACLINEA MAQUINAS E EQUIPAMENTOS LTDA;95 - 1.1.06 - NAO IDENTIFICADO;1 - RECEBIMENTO;-
