"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=910', 'Duplicar Movimento: 910','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"910";"10/12/2025";"Quarta-Feira";"Movto.Financeiro";"0,00";"68.173,33";"1 - UNICREDI";"FGTS";"";"87 - FGTS Rescisao";"DEBITO PAGAMENTO PIX ( Doc.: PGTO PIX / CAIXA ECONOMICA FEDERAL )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=912', 'Duplicar Movimento: 912','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"912";"10/12/2025";"Quarta-Feira";"Movto.Financeiro";"0,00";"65.432,56";"1 - UNICREDI";"FGTS";"";"87 - FGTS Rescisao";"DEBITO PAGAMENTO PIX ( Doc.: PGTO PIX / CAIXA ECONOMICA FEDERAL )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=911', 'Duplicar Movimento: 911','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"911";"10/12/2025";"Quarta-Feira";"Movto.Financeiro";"0,00";"64.533,03";"1 - UNICREDI";"FGTS";"";"87 - FGTS Rescisao";"DEBITO PAGAMENTO PIX ( Doc.: PGTO PIX / CAIXA ECONOMICA FEDERAL )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=237', 'Duplicar Movimento: 237','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"237";"14/11/2025";"Sexta-Feira";"Movto.Financeiro";"0,00";"59.395,00";"1 - UNICREDI";"DEB";"";"88 - Salarios Rescisao";"DEBITO TRANSFERENCIA PIX ( MAGDA LUCIA GIACOMELLI )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=841', 'Duplicar Movimento: 841','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"841";"24/11/2025";"Segunda-Feira";"Movto.Financeiro";"0,00";"53.291,60";"4 - ITAU";"TAR";"";"36 - Despesas Financeiras";"CAPITAL GIROPRE";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=791', 'Duplicar Movimento: 791','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"791";"03/11/2025";"Segunda-Feira";"Movto.Financeiro";"0,00";"52.549,75";"4 - ITAU";"TAR";"";"36 - Despesas Financeiras";"JUROS LIMITE DA CONTA";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=860', 'Duplicar Movimento: 860','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"860";"01/12/2025";"Segunda-Feira";"Movto.Financeiro";"0,00";"51.270,13";"4 - ITAU";"TAR";"";"36 - Despesas Financeiras";"JUROS LIMITE DA CONTA";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=458', 'Duplicar Movimento: 458','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"458";"01/12/2025";"Segunda-Feira";"Movto.Financeiro";"0,00";"51.266,35";"1 - UNICREDI";"DEB";"";"88 - Salarios Rescisao";"DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / FABIO ALEXANDRE DA SILVA OLIVEIRA )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=457', 'Duplicar Movimento: 457','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"457";"01/12/2025";"Segunda-Feira";"Movto.Financeiro";"0,00";"50.501,28";"1 - UNICREDI";"DEB";"";"88 - Salarios Rescisao";"DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / Anderson Junio da Silva )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=459', 'Duplicar Movimento: 459','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"459";"01/12/2025";"Segunda-Feira";"Movto.Financeiro";"0,00";"45.718,75";"1 - UNICREDI";"DEB";"";"88 - Salarios Rescisao";"DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / TIAGO FIOREZE )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=937', 'Duplicar Movimento: 937','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"937";"02/12/2025";"Terça-Feira";"Pagar";"0,00";"45.000,00";"8 - CAIXA FISICO";"38767";"010";"37 - Maquinas e Equipamentos de Produçao";"EMPILHADEIRA DADA COMO PAGAMENTO PARA O FORNECEDOR DE PLASTICOS INJETADOS";"1405 - USIFIX INDUSTRIA E COMERCIO LTDA"
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=104', 'Duplicar Movimento: 104','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"104";"05/11/2025";"Quarta-Feira";"Movto.Financeiro";"0,00";"44.350,81";"6 - BRADESCO";"1930045";"";"88 - Salarios Rescisao";"TRANSFERENCIA PIX DES: DOUGLAS ZARINELLO 05/11";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=462', 'Duplicar Movimento: 462','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"462";"01/12/2025";"Segunda-Feira";"Movto.Financeiro";"0,00";"44.192,28";"1 - UNICREDI";"DEB";"";"88 - Salarios Rescisao";"DEBITO TRANSFERENCIA PIX ( Doc.: DEB PIX / EDSON DOMINGOS DE MORAES )";""
"<div class='dropdown'>
		<button class='btn btn-light dropdown-toggle' type='button' id='dropdownMenuButton' data-bs-toggle='dropdown' aria-expanded='false' style='background-color: #f0f0f0; border: none;'>
			<i class='fas fa-cog'></i> <!-- Ícone de engrenagem -->
		</button>
		<ul class='dropdown-menu' aria-labelledby='dropdownMenuButton'>
			<li>
				<a class='dropdown-item' href='#' onclick=""abrirConsulta('../DuplicarMovto_control?licencaIDerp=7&movimentoID=138', 'Duplicar Movimento: 138','50vW','80vH')"">
					Duplicar Movimento
				</a>
			</li>
		</ul>
	</div>";"138";"06/11/2025";"Quinta-Feira";"Movto.Financeiro";"0,00";"40.892,91";"6 - BRADESCO";"1248102";"";"41 - Compras de Materia Prima";"TRANSFERENCIA PIX DES: ITALSERVICE AUTOMACAO 06/11";""
